,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Category,Duration_h
5947,Air India,15/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,6121.0,Short-haul,2.75h
5948,SpiceJet,15/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,6300.0,Short-haul,2.3333333333333335h
5949,Air Asia,01/03/2019,Banglore,New Delhi,BLR → DEL,05:50,08:40,2h 50m,non-stop,No info,10715.0,Short-haul,2.8333333333333335h
5951,Jet Airways,3/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,6144.0,Short-haul,3.0833333333333335h
5952,Jet Airways,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 07 Mar,24h 35m,2 stops,No info,19329.0,Extreme duration,24.583333333333332h
5953,Air India,6/03/2019,Mumbai,Hyderabad,BOM → IDR → DEL → HYD,12:45,19:25 07 Mar,30h 40m,2 stops,No info,13253.0,Extreme duration,30.666666666666668h
5954,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1 stop,No info,13941.0,Long-haul,13.333333333333334h
5955,IndiGo,1/04/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4488.0,Short-haul,2.5833333333333335h
5956,SpiceJet,3/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841.0,Short-haul,2.5833333333333335h
5957,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1 stop,No info,7575.0,Medium,7.833333333333333h
5958,Air India,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 28 May,26h 35m,2 stops,No info,9968.0,Extreme duration,26.583333333333332h
5960,IndiGo,6/05/2019,Kolkata,Banglore,CCU → BBI → BLR,07:10,12:40,5h 30m,1 stop,No info,4864.0,Medium,5.5h
5961,Air India,3/06/2019,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 04 Jun,16h 5m,1 stop,No info,7480.0,Long-haul,16.083333333333332h
5963,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1 stop,No info,13067.0,Long-haul,12.5h
5965,Air India,3/03/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 04 Mar,30h 20m,2 stops,,21571.0,Extreme duration,30.333333333333332h
5966,Air Asia,12/05/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,4282.0,Short-haul,2.8333333333333335h
5967,Air India,9/05/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,19:15 10 May,26h 20m,2 stops,No info,13591.0,Extreme duration,26.333333333333332h
5968,Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25 02 Apr,27h 5m,1 stop,No info,7927.0,Extreme duration,27.083333333333332h
5969,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 04 Jun,28h,1 stop,No info,14714.0,Extreme duration,28.0h
5971,Air India,1/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,07:40 02 Mar,27h 40m,1 stop,No info,28322.0,Extreme duration,27.666666666666668h
5972,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,19:10 02 May,26h 10m,1 stop,In-flight meal not included,9314.0,Extreme duration,26.166666666666668h
5973,IndiGo,9/06/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,7060.0,Short-haul,4.833333333333333h
5974,IndiGo,1/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,7900.0,Short-haul,2.4166666666666665h
5975,Jet Airways,24/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678.0,Short-haul,1.4166666666666667h
5976,IndiGo,24/04/2019,Kolkata,Banglore,CCU → MAA → BLR,19:35,00:10 25 Apr,4h 35m,1 stop,No info,4860.0,Short-haul,4.583333333333333h
5977,SpiceJet,1/05/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,2017.0,Short-haul,1.5h
5978,IndiGo,12/06/2019,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,5069.0,Short-haul,4.833333333333333h
5980,IndiGo,6/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,15:35,5h,1 stop,No info,5073.0,Medium,5.0h
5981,Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,05:55,23:15,17h 20m,3 stops,No info,15145.0,Extreme duration,17.333333333333332h
5982,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,19:15,10h,1 stop,No info,8099.0,Long-haul,10.0h
5983,Air India,06/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,19:50,8h,1 stop,No info,14594.0,Medium,8.0h
5984,IndiGo,27/03/2019,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,4729.0,Short-haul,3.0833333333333335h
5987,Air India,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 28 Mar,23h 30m,2 stops,No info,8656.0,Extreme duration,23.5h
5990,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 10 May,23h 35m,1 stop,In-flight meal not included,12373.0,Extreme duration,23.583333333333332h
5991,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 07 Jun,28h 50m,1 stop,In-flight meal not included,11507.0,Extreme duration,28.833333333333332h
5992,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 22 May,13h 20m,1 stop,In-flight meal not included,10844.0,Long-haul,13.333333333333334h
5993,Vistara,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:05 07 Jun,16h 5m,1 stop,No info,8452.0,Long-haul,16.083333333333332h
5994,IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,7144.0,Long-haul,13.916666666666666h
5995,SpiceJet,09/03/2019,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No info,5126.0,Short-haul,2.8333333333333335h
5996,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 13 Jun,6h 30m,1 stop,No info,6795.0,Medium,6.5h
5997,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 13 May,12h 55m,1 stop,In-flight meal not included,8586.0,Long-haul,12.916666666666666h
5998,SpiceJet,18/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,4439.0,Short-haul,2.4166666666666665h
5999,SpiceJet,15/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,No check-in baggage included,6205.0,Short-haul,2.9166666666666665h
6000,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,,4284.0,Short-haul,2.9166666666666665h
6001,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,14571.0,Medium,7.083333333333333h
6002,Air Asia,6/04/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,3807.0,Short-haul,2.5h
6003,SpiceJet,6/03/2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,No info,3850.0,Short-haul,2.6666666666666665h
6004,SpiceJet,18/05/2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1 stop,No info,8479.0,Medium,7.25h
6006,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943.0,Short-haul,2.8333333333333335h
6007,IndiGo,9/05/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332.0,Short-haul,2.4166666666666665h
6008,SpiceJet,27/04/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,4174.0,Short-haul,2.5h
6009,Air India,01/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,08:55 02 Mar,21h 5m,1 stop,1 Long layover,14594.0,Extreme duration,21.083333333333332h
6010,Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,11507.0,Long-haul,13.5h
6011,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1 stop,In-flight meal not included,6093.0,Long-haul,15.333333333333334h
6012,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,8033.0,Short-haul,2.9166666666666665h
6013,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823.0,Short-haul,3.0h
6015,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,No info,9526.0,Medium,7.583333333333333h
6017,IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0,Short-haul,2.3333333333333335h
6018,Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 16 Jun,13h 50m,2 stops,No info,13376.0,Long-haul,13.833333333333334h
6019,SpiceJet,9/05/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,2017.0,Short-haul,1.5h
6020,Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,01:20 25 Mar,15h 55m,2 stops,No info,11853.0,Long-haul,15.916666666666666h
6022,SpiceJet,24/03/2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,2h 35m,non-stop,No info,3859.0,Short-haul,2.5833333333333335h
6023,Air India,9/06/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,05:25 10 Jun,22h 25m,2 stops,No info,12744.0,Extreme duration,22.416666666666668h
6026,IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597.0,Short-haul,2.3333333333333335h
6028,IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423.0,Short-haul,2.75h
6029,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,12:35 10 Jun,21h 35m,1 stop,In-flight meal not included,10262.0,Extreme duration,21.583333333333332h
6030,SpiceJet,6/05/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543.0,Short-haul,2.25h
6031,IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 13 Apr,2h 40m,non-stop,No info,4174.0,Short-haul,2.6666666666666665h
6032,SpiceJet,9/03/2019,Delhi,Cochin,DEL → BLR → COK,16:35,22:50,6h 15m,1 stop,No info,7084.0,Medium,6.25h
6033,Air India,15/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,08:55 16 May,23h 5m,2 stops,No info,14960.0,Extreme duration,23.083333333333332h
6034,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No info,13339.0,Medium,9.833333333333334h
6036,IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6818.0,Long-haul,11.083333333333334h
6037,Jet Airways,6/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 07 Jun,21h 40m,2 stops,No info,13376.0,Extreme duration,21.666666666666668h
6038,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 10 Jun,10h 30m,1 stop,No info,6316.0,Long-haul,10.5h
6039,Air India,18/06/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,5201.0,Short-haul,3.0833333333333335h
6040,IndiGo,18/05/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 19 May,5h 5m,1 stop,No info,10958.0,Medium,5.083333333333333h
6041,IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858.0,Short-haul,2.4166666666666665h
6042,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,10262.0,Medium,6.0h
6043,Air India,24/05/2019,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:15,4h 5m,1 stop,No info,8996.0,Short-haul,4.083333333333333h
6044,Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,19:45 28 Mar,38h 35m,2 stops,In-flight meal not included,8098.0,Extreme duration,38.583333333333336h
6046,Multiple carriers,24/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,10529.0,Long-haul,11.5h
6047,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,18:50,16h 35m,1 stop,In-flight meal not included,7438.0,Long-haul,16.583333333333332h
6050,Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5769.0,Short-haul,3.0h
6051,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,13:20,6h 20m,1 stop,No info,9042.0,Medium,6.333333333333333h
6052,Air India,6/04/2019,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 07 Apr,16h 5m,1 stop,No info,4697.0,Long-haul,16.083333333333332h
6054,Air Asia,9/06/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,8420.0,Short-haul,2.8333333333333335h
6055,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,In-flight meal not included,7563.0,Medium,9.0h
6056,Air India,15/05/2019,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 16 May,12h 45m,1 stop,No info,7480.0,Long-haul,12.75h
6059,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No info,8355.0,Medium,7.25h
6060,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 22 May,10h 25m,2 stops,No info,16655.0,Long-haul,10.416666666666666h
6063,IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,5224.0,Short-haul,2.5h
6064,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00 16 May,19h 30m,1 stop,In-flight meal not included,10844.0,Extreme duration,19.5h
6065,IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,,4778.0,Short-haul,2.8333333333333335h
6066,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,20:50,18:50 10 Mar,22h,1 stop,No info,16289.0,Extreme duration,22.0h
6067,Air India,18/03/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,5674.0,Short-haul,2.8333333333333335h
6068,Air India,12/03/2019,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,06:00,11:55 13 Mar,29h 55m,2 stops,No info,12854.0,Extreme duration,29.916666666666668h
6069,Air India,09/03/2019,Banglore,New Delhi,BLR → COK → DEL,22:00,11:05 13 Mar,13h 5m,1 stop,No info,9443.0,Long-haul,13.083333333333334h
6070,Jet Airways,21/03/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,18:50 22 Mar,37h 20m,2 stops,In-flight meal not included,9328.0,Extreme duration,37.333333333333336h
6071,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,15:30,13h 15m,1 stop,No info,17057.0,Long-haul,13.25h
6072,Jet Airways,3/05/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,7229.0,Short-haul,3.0h
6073,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,14871.0,Medium,9.5h
6074,Jet Airways,27/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,19:00 28 Jun,30h 45m,2 stops,No info,14300.0,Extreme duration,30.75h
6075,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 13 Jun,12h 10m,1 stop,In-flight meal not included,8529.0,Long-haul,12.166666666666666h
6077,IndiGo,21/05/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,5386.0,Short-haul,4.666666666666667h
6078,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,18:50,8h 5m,1 stop,No info,11622.0,Medium,8.083333333333334h
6079,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15h 10m,1 stop,No info,10197.0,Long-haul,15.166666666666666h
6080,Air Asia,21/05/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:30,5h 45m,1 stop,No info,8028.0,Medium,5.75h
6081,IndiGo,1/06/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754.0,Short-haul,1.5h
6082,Air India,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,08:15,21:25,13h 10m,1 stop,No info,6781.0,Long-haul,13.166666666666666h
6083,SpiceJet,21/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841.0,Short-haul,2.5h
6084,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,8266.0,Medium,8.916666666666666h
6086,Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,11507.0,Short-haul,2.9166666666666665h
6087,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,No info,14441.0,Medium,7.083333333333333h
6088,Air India,12/06/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100.0,Short-haul,1.3333333333333333h
6089,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 19 May,18h,1 stop,No info,13067.0,Extreme duration,18.0h
6093,Air India,03/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,11:20 07 Mar,24h 50m,1 stop,No info,11003.0,Extreme duration,24.833333333333332h
6094,Vistara,12/06/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,4668.0,Short-haul,2.8333333333333335h
6095,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 10 May,22h 10m,1 stop,No info,13941.0,Extreme duration,22.166666666666668h
6096,Vistara,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,8820.0,Long-haul,11.666666666666666h
6097,Air India,9/03/2019,Delhi,Cochin,DEL → BLR → COK,17:45,23:00,5h 15m,1 stop,No info,9064.0,Medium,5.25h
6098,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,10844.0,Long-haul,11.416666666666666h
6099,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,15129.0,Long-haul,13.5h
6100,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,6513.0,Medium,9.0h
6101,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No info,14676.0,Medium,6.583333333333333h
6103,IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4174.0,Short-haul,2.5h
6104,Jet Airways,9/03/2019,Delhi,Cochin,DEL → DED → BOM → COK,15:55,04:25 10 Mar,12h 30m,2 stops,No info,19172.0,Long-haul,12.5h
6107,IndiGo,3/06/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 04 Jun,5h 45m,1 stop,No info,7189.0,Medium,5.75h
6108,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 07 Jun,22h 10m,1 stop,No info,13731.0,Extreme duration,22.166666666666668h
6109,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,10:55 13 May,25h 20m,1 stop,No info,14151.0,Extreme duration,25.333333333333332h
6110,Air India,21/05/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667.0,Short-haul,2.25h
6112,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10 02 May,22h 45m,1 stop,No info,11467.0,Extreme duration,22.75h
6113,Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,08:45,16:45,8h,1 stop,No info,12395.0,Medium,8.0h
6114,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → HYD → COK,17:15,00:55 22 May,7h 40m,1 stop,No info,7858.0,Medium,7.666666666666667h
6115,IndiGo,24/05/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804.0,Short-haul,2.5833333333333335h
6116,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 10 Jun,13h 20m,1 stop,In-flight meal not included,13469.0,Long-haul,13.333333333333334h
6117,IndiGo,6/03/2019,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,7673.0,Short-haul,3.0833333333333335h
6118,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 10 Jun,25h,1 stop,No info,14151.0,Extreme duration,25.0h
6119,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,12:35 25 Jun,21h 35m,1 stop,In-flight meal not included,10262.0,Extreme duration,21.583333333333332h
6120,Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 25 Jun,26h 55m,2 stops,No info,13014.0,Extreme duration,26.916666666666668h
6121,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,12373.0,Medium,6.0h
6122,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,In-flight meal not included,11399.0,Medium,9.0h
6124,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,In-flight meal not included,10197.0,Long-haul,15.0h
6125,Air India,15/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,22:55,12h 25m,1 stop,,6383.0,Long-haul,12.416666666666666h
6128,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:10,21:20,14h 10m,2 stops,In-flight meal not included,5935.0,Long-haul,14.166666666666666h
6129,IndiGo,6/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4174.0,Short-haul,2.75h
6130,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8h 35m,1 stop,No info,7738.0,Medium,8.583333333333334h
6131,Air India,24/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 25 May,21h 15m,2 stops,No info,10441.0,Extreme duration,21.25h
6132,Air India,15/03/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100.0,Short-haul,1.3333333333333333h
6133,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 07 Jun,25h 30m,1 stop,No info,14714.0,Extreme duration,25.5h
6135,Air India,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30 02 Apr,25h 40m,1 stop,No info,7893.0,Extreme duration,25.666666666666668h
6137,Air India,9/06/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6094.0,Short-haul,3.0h
6138,IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4423.0,Short-haul,2.8333333333333335h
6139,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,07:40 19 Mar,11h 5m,1 stop,In-flight meal not included,7832.0,Long-haul,11.083333333333334h
6140,Vistara,3/04/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,5403.0,Short-haul,2.8333333333333335h
6142,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,04:25 22 Mar,17h 40m,2 stops,No info,11093.0,Extreme duration,17.666666666666668h
6143,Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,7229.0,Short-haul,3.0h
6144,IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823.0,Short-haul,3.0h
6145,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,,11467.0,Medium,9.583333333333334h
6147,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:55 10 May,17h 55m,1 stop,In-flight meal not included,11507.0,Extreme duration,17.916666666666668h
6148,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,21:00,16h 15m,1 stop,No info,7258.0,Long-haul,16.25h
6149,Air India,27/03/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,4729.0,Short-haul,2.8333333333333335h
6150,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,18:50,9h 40m,1 stop,No info,15135.0,Medium,9.666666666666666h
6151,Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,01:20 25 May,15h 55m,2 stops,No info,12718.0,Long-haul,15.916666666666666h
6152,Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678.0,Short-haul,1.4166666666666667h
