,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Category
4394,Air India,6/03/2019,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,05:30,14:50,9h 20m,2 stops,No info,13757.0,Medium
4396,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 22 May,9h 45m,1 stop,In-flight meal not included,9663.0,Medium
4397,Air India,9/05/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 10 May,25h 35m,1 stop,No info,6587.0,Extreme duration
4398,SpiceJet,6/05/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3311.0,Short-haul
4399,SpiceJet,18/05/2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,6297.0,Medium
4400,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 13 May,24h 55m,1 stop,In-flight meal not included,10844.0,Extreme duration
4401,IndiGo,27/05/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049.0,Short-haul
4402,Air India,3/06/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,6961.0,Short-haul
4404,Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 10 May,26h 55m,2 stops,In-flight meal not included,13029.0,Extreme duration
4405,SpiceJet,6/05/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3859.0,Short-haul
4406,Air India,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 13 Jun,24h 30m,2 stops,No info,11732.0,Extreme duration
4407,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No info,12524.0,Long-haul
4409,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,10262.0,Long-haul
4410,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344.0,Medium
4411,Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229.0,Short-haul
4412,Air India,12/06/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,08:55 13 Jun,23h 5m,2 stops,,14960.0,Extreme duration
4413,Air India,12/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 13 Jun,24h 50m,2 stops,No info,13381.0,Extreme duration
4414,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,12:50,01:35 07 Mar,12h 45m,1 stop,No info,15147.0,Long-haul
4415,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 07 May,22h 10m,1 stop,In-flight meal not included,8586.0,Extreme duration
4416,IndiGo,6/05/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,7054.0,Medium
4417,Air Asia,18/03/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 19 Mar,2h 30m,non-stop,No info,4082.0,Short-haul
4419,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,7064.0,Medium
4420,Air India,21/03/2019,Banglore,New Delhi,BLR → HYD → DEL,08:15,08:50 19 Mar,24h 35m,1 stop,No info,4943.0,Extreme duration
4422,Air India,12/05/2019,Kolkata,Banglore,CCU → GAU → BLR,09:50,21:05,11h 15m,1 stop,No info,8450.0,Long-haul
4423,Jet Airways,9/05/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 10 May,8h 25m,2 stops,In-flight meal not included,15318.0,Medium
4424,IndiGo,3/05/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 04 May,2h 40m,non-stop,No info,4804.0,Short-haul
4425,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,16:20 07 Jun,20h 20m,1 stop,In-flight meal not included,10844.0,Extreme duration
4426,IndiGo,1/04/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175.0,Short-haul
4427,Air India,27/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 28 Jun,30h 20m,2 stops,No info,12646.0,Extreme duration
4428,Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,12:00 02 Apr,15h 30m,1 stop,No info,7893.0,Long-haul
4429,Air India,24/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,7171.0,Short-haul
4431,Air India,27/06/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,5201.0,Short-haul
4433,IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943.0,Short-haul
4434,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,In-flight meal not included,10546.0,Long-haul
4435,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 19 May,23h 45m,1 stop,No info,15554.0,Extreme duration
4436,Air India,15/04/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,5228.0,Short-haul
4439,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1 stop,No info,8888.0,Long-haul
4440,Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,16:00,18:35,2h 35m,non-stop,No info,5088.0,Short-haul
4441,IndiGo,9/05/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943.0,Short-haul
4442,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 10 May,14h 45m,1 stop,In-flight meal not included,12373.0,Long-haul
4443,Multiple carriers,9/04/2019,Delhi,Cochin,DEL → BOM → COK,06:00,13:20,7h 20m,1 stop,No info,8323.0,Medium
4444,Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 28 Jun,23h 10m,2 stops,No info,15339.0,Extreme duration
4445,Vistara,6/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982.0,Short-haul
4446,SpiceJet,12/05/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,3873.0,Medium
4448,IndiGo,6/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,5054.0,Short-haul
4449,Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,5678.0,Short-haul
4450,IndiGo,21/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 22 May,2h 20m,non-stop,No info,5277.0,Short-haul
4451,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823.0,Short-haul
4452,IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,08:35,21:20,12h 45m,2 stops,,8049.0,Long-haul
4453,SpiceJet,15/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543.0,Short-haul
4454,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 07 Jun,24h 45m,1 stop,In-flight meal not included,10262.0,Extreme duration
4455,Air India,1/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 02 Jun,38h,3 stops,,10703.0,Extreme duration
4456,IndiGo,12/06/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,6496.0,Short-haul
4457,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844.0,Long-haul
4458,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,18:50,11h 45m,1 stop,No info,12032.0,Long-haul
4459,Vistara,18/04/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6741.0,Short-haul
4460,IndiGo,9/05/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943.0,Short-haul
4461,SpiceJet,24/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841.0,Short-haul
4462,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:35 04 Mar,6h 35m,1 stop,No info,15288.0,Medium
4463,Air India,18/03/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,2050.0,Short-haul
4465,Jet Airways,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,18:50 22 Mar,23h 40m,2 stops,In-flight meal not included,6643.0,Extreme duration
4467,IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 16 May,2h 40m,non-stop,No info,4804.0,Short-haul
4468,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,07:40 19 Mar,23h 40m,1 stop,In-flight meal not included,7832.0,Extreme duration
4470,IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442.0,Medium
4471,Jet Airways,24/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 26 May,29h 20m,2 stops,No info,15129.0,Extreme duration
4472,Jet Airways,3/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,,4544.0,Short-haul
4473,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 16 May,13h 20m,1 stop,In-flight meal not included,9663.0,Long-haul
4474,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,04:25 04 Jun,12h 25m,1 stop,No info,14714.0,Long-haul
4475,Air India,27/05/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,3100.0,Short-haul
4476,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,20:45 07 May,28h 15m,1 stop,In-flight meal not included,9663.0,Extreme duration
4478,Air India,9/05/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100.0,Short-haul
4479,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,13626.0,Medium
4480,Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678.0,Short-haul
4482,Air India,9/05/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,5201.0,Short-haul
4483,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,14151.0,Long-haul
4484,Air Asia,3/05/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,4483.0,Short-haul
4485,IndiGo,6/04/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 07 Apr,2h 35m,non-stop,No info,4174.0,Short-haul
4486,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,15544.0,Medium
4487,IndiGo,27/05/2019,Delhi,Cochin,DEL → COK,21:05,00:20 28 May,3h 15m,non-stop,No info,5601.0,Short-haul
4488,IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419.0,Short-haul
4489,Air Asia,27/04/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,6451.0,Long-haul
4490,Air India,12/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 13 May,28h 20m,2 stops,No info,12592.0,Extreme duration
4491,Air India,24/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,6961.0,Short-haul
4494,SpiceJet,15/05/2019,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No info,7947.0,Medium
4495,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,13587.0,Medium
4496,SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841.0,Short-haul
4497,IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 22 Jun,2h 40m,non-stop,No info,4804.0,Short-haul
4498,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 10 May,8h 40m,1 stop,In-flight meal not included,8586.0,Medium
4499,IndiGo,1/03/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No info,4778.0,Short-haul
4500,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 02 Jun,10h 25m,2 stops,No info,18275.0,Long-haul
4502,IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442.0,Long-haul
4503,Air India,27/06/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145.0,Short-haul
4504,IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5644.0,Short-haul
4505,IndiGo,3/05/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5224.0,Short-haul
4509,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 19 May,13h 20m,1 stop,In-flight meal not included,10844.0,Long-haul
4510,IndiGo,15/03/2019,Banglore,New Delhi,BLR → IDR → DEL,13:40,18:35,4h 55m,1 stop,No info,7166.0,Short-haul
4511,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,09:30 13 Mar,10h 35m,1 stop,No info,13817.0,Long-haul
4512,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 10 May,18h 20m,1 stop,,12373.0,Extreme duration
4513,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,09:00 02 Mar,16h 5m,1 stop,1 Long layover,25735.0,Long-haul
4514,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,19:10,7h 30m,1 stop,No info,14815.0,Medium
4515,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 13 Jun,25h 5m,1 stop,In-flight meal not included,10262.0,Extreme duration
4516,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,In-flight meal not included,11507.0,Long-haul
4518,Jet Airways,9/05/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,8040.0,Short-haul
4519,Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 25 Jun,19h 55m,2 stops,No info,12819.0,Extreme duration
4520,IndiGo,6/03/2019,Chennai,Kolkata,MAA → CCU,14:40,17:05,2h 25m,non-stop,No info,7295.0,Short-haul
4521,Jet Airways,27/05/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229.0,Short-haul
4522,Air Asia,15/06/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1 stop,No info,6853.0,Medium
4523,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 25 May,12h 10m,1 stop,In-flight meal not included,9663.0,Long-haul
4526,SpiceJet,3/06/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965.0,Short-haul
4527,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:45,11h 35m,1 stop,No info,16932.0,Long-haul
4528,SpiceJet,18/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 19 Jun,2h 20m,non-stop,No check-in baggage included,3841.0,Short-haul
4529,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812.0,Medium
4530,Air India,03/03/2019,Banglore,New Delhi,BLR → COK → DEL,06:55,13:20,6h 25m,1 stop,No info,10924.0,Medium
4531,Air India,27/05/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6934.0,Short-haul
4532,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,,10262.0,Long-haul
4533,Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,13:55,04:25 07 Mar,14h 30m,1 stop,In-flight meal not included,13843.0,Long-haul
4534,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:00,12h 20m,1 stop,No info,9315.0,Long-haul
4535,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,No info,8266.0,Long-haul
4536,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:10 25 Mar,11h,1 stop,No info,14231.0,Long-haul
4538,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 07 Jun,25h 30m,1 stop,In-flight meal not included,10262.0,Extreme duration
4539,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,12537.0,Long-haul
4540,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 16 Jun,15h 25m,1 stop,In-flight meal not included,10262.0,Long-haul
4541,Jet Airways,3/04/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,8040.0,Short-haul
4542,SpiceJet,6/05/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1 stop,No info,9736.0,Medium
4544,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,09:30 13 Mar,16h 35m,1 stop,No info,13817.0,Long-haul
4545,GoAir,21/05/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,5048.0,Short-haul
4547,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,10197.0,Long-haul
4548,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → HYD → COK,14:35,22:20,7h 45m,1 stop,In-flight meal not included,7563.0,Medium
4549,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,15:30,4h 45m,1 stop,No info,7725.0,Short-haul
4551,Air India,12/06/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25 13 Jun,19h 25m,2 stops,No info,13532.0,Extreme duration
4553,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50 13 May,27h 20m,1 stop,In-flight meal not included,10844.0,Extreme duration
4554,SpiceJet,18/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 19 Apr,2h 20m,non-stop,No check-in baggage included,3841.0,Short-haul
4555,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,No info,11200.0,Long-haul
4556,Air India,1/04/2019,Kolkata,Banglore,CCU → BOM → TRV → BLR,09:25,10:30 02 Apr,25h 5m,2 stops,No info,12009.0,Extreme duration
4557,Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,8372.0,Long-haul
4558,Air India,15/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 16 Jun,24h 50m,2 stops,No info,13591.0,Extreme duration
4559,Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,20:55,16:45 07 Mar,19h 50m,1 stop,No info,12395.0,Extreme duration
4560,SpiceJet,1/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,7298.0,Short-haul
4561,IndiGo,3/03/2019,Delhi,Cochin,DEL → MAA → COK,07:20,12:30,5h 10m,1 stop,No info,12214.0,Medium
4562,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:05 16 May,29h 5m,1 stop,No info,14151.0,Extreme duration
4563,Air India,1/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 02 Jun,26h,2 stops,No info,12970.0,Extreme duration
4564,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,No info,14781.0,Medium
4565,Vistara,6/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878.0,Short-haul
4566,SpiceJet,3/05/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,3597.0,Short-haul
4567,Air Asia,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1 stop,No info,6810.0,Long-haul
4570,Jet Airways,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,17:00,16:50 07 Mar,23h 50m,1 stop,No info,19595.0,Extreme duration
4571,IndiGo,15/06/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6147.0,Short-haul
4572,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 07 May,16h 45m,1 stop,,10953.0,Long-haul
4573,SpiceJet,24/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 25 Apr,2h 20m,non-stop,No info,3873.0,Short-haul
4574,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,05:05 07 Mar,15h,1 stop,No info,14815.0,Long-haul
4575,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,10678.0,Long-haul
4576,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,15:05,04:25 10 Mar,13h 20m,1 stop,In-flight meal not included,14053.0,Long-haul
4577,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1 stop,In-flight meal not included,10539.0,Long-haul
4578,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,21:20,7h 15m,1 stop,No info,16946.0,Medium
4579,IndiGo,3/03/2019,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,7673.0,Short-haul
4581,Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4544.0,Short-haul
4582,IndiGo,24/04/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804.0,Short-haul
4583,Jet Airways,1/04/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 02 Apr,27h 35m,1 stop,In-flight meal not included,11507.0,Extreme duration
4584,Air India,3/04/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,3100.0,Short-haul
4585,Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 28 Jun,19h 55m,2 stops,In-flight meal not included,11150.0,Extreme duration
4586,IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823.0,Short-haul
4587,SpiceJet,3/05/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965.0,Short-haul
4588,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 25 Jun,14h 45m,1 stop,In-flight meal not included,10262.0,Long-haul
4589,IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,6674.0,Medium
4591,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22:35 02 Apr,26h 35m,1 stop,In-flight meal not included,7064.0,Extreme duration
4594,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7h 20m,1 stop,No info,10197.0,Medium
4595,Air India,1/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,13:45 02 May,27h 45m,2 stops,No info,15164.0,Extreme duration
4596,Air India,6/06/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6094.0,Short-haul
4597,SpiceJet,21/04/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4885.0,Short-haul
4598,Air Asia,21/06/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383.0,Short-haul
4600,Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,4544.0,Short-haul
4601,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,18:50,8h 5m,2 stops,In-flight meal not included,8367.0,Medium
4602,GoAir,3/06/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3898.0,Short-haul
4603,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,In-flight meal not included,10844.0,Medium
4605,SpiceJet,21/03/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,6356.0,Short-haul
4606,Air India,15/05/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,5228.0,Short-haul
4607,Air India,18/03/2019,Banglore,New Delhi,BLR → BOM → UDR → DEL,06:45,16:30 16 Mar,33h 45m,2 stops,No info,10835.0,Extreme duration
4609,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 02 Jun,24h 45m,1 stop,No info,14714.0,Extreme duration
4610,Air India,6/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,12:00 07 May,30h 10m,2 stops,No info,11883.0,Extreme duration
4611,Vistara,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25 13 Jun,27h 5m,1 stop,No info,8610.0,Extreme duration
4614,Air India,1/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 02 Jun,21h 15m,2 stops,No info,10861.0,Extreme duration
4616,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,05:05 16 Mar,17h 25m,1 stop,No info,13555.0,Extreme duration
4619,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,10262.0,Long-haul
4620,SpiceJet,3/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No info,3873.0,Short-haul
4621,SpiceJet,3/06/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 04 Jun,2h 55m,non-stop,No info,3311.0,Short-haul
