,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,duration_trim,duration_time,tire_sizes,ride_date
10135,9 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),3397,2,1986,Female,2,9,9,27,2024-01-03
10136,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5125,3,1973,Female,3,9,9,27,2026-02-23
10137,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4351,1,1992,Female,1,13,13,27,2024-02-07
10138,18 minutes,5,Powell St BART Station (Market St at 5th St),109,17th St at Valencia St,5399,1,1994,Male,1,18,18,27,2022-05-10
10139,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,457,2,1988,Male,2,13,13,26,2021-10-01
10140,18 minutes,5,Powell St BART Station (Market St at 5th St),109,17th St at Valencia St,521,2,1994,Male,2,18,18,27,2025-12-15
10141,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,5404,2,1989,Female,2,19,19,27,2021-03-27
10142,5 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,5247,2,1987,Male,2,5,5,26,2025-10-14
10143,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5120,2,1988,Male,2,7,7,26,2025-04-09
10144,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4397,3,1984,Male,3,7,7,26,2021-03-26
10145,3 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4390,2,1990,Male,2,3,3,26,2020-07-05
10146,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1922,1,1972,Male,1,8,8,27,2021-08-30
10147,10 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4943,1,1987,Male,1,10,10,26,2020-12-26
10148,6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4452,1,1987,Male,1,6,6,27,2020-05-18
10149,3 minutes,16,Steuart St at Market St,22,Howard St at Beale St,2535,3,1970,Male,3,3,3,26,2021-10-08
10150,20 minutes,22,Howard St at Beale St,126,Esprit Park,1105,2,1959,Male,2,20,20,26,2020-09-04
10151,12 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5300,2,1965,Male,2,12,12,27,2020-12-30
10152,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,2868,1,1996,Male,1,3,3,27,2025-07-24
10153,22 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,5531,3,1986,Female,3,22,22,27,2024-10-26
10154,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4941,1,1993,Female,1,9,9,26,2025-10-06
10155,2 minutes,22,Howard St at Beale St,23,The Embarcadero at Steuart St,5213,2,1978,Male,2,2,2,27,2025-09-24
10156,14 minutes,16,Steuart St at Market St,89,Division St at Potrero Ave,5341,3,1988,Male,3,14,14,26,2021-09-09
10157,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),3069,2,1967,Male,2,10,10,26,2024-07-21
10158,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5141,3,1979,Male,3,6,6,27,2024-04-01
10159,7 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,4846,3,1983,Female,3,7,7,26,2026-02-01
10160,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),100,Bryant St at 15th St,5218,1,1989,Male,1,8,8,27,2025-11-07
10161,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,4409,2,1972,Male,2,8,8,26,2022-07-22
10162,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,4373,2,1984,Male,2,10,10,27,2023-09-16
10163,15 minutes,5,Powell St BART Station (Market St at 5th St),119,18th St at Noe St,4737,2,1982,Male,2,15,15,27,2020-09-26
10164,15 minutes,81,Berry St at 4th St,9,Broadway at Battery St,1772,2,1981,Female,2,15,15,27,2025-12-18
10165,21 minutes,22,Howard St at Beale St,141,Valencia St at Cesar Chavez St,5006,3,1974,Male,3,21,21,27,2021-07-07
10166,6 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,2564,1,1974,Male,1,6,6,27,2024-07-18
10167,8 minutes,22,Howard St at Beale St,62,Victoria Manalo Draves Park,4977,2,1991,Male,2,8,8,26,2025-05-30
10168,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),80,Townsend St at 5th St,3279,2,1994,Male,2,1,1,27,2024-02-22
10169,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,2246,2,1984,Male,2,8,8,26,2025-07-16
10170,6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5016,1,1982,Male,1,6,6,27,2024-10-08
10171,41 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,4626,2,1997,Male,2,41,41,27,2020-09-26
10172,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,4850,3,1987,Male,3,8,8,26,2024-06-28
10173,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,5060,2,1976,Other,2,6,6,27,2025-05-26
10174,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5255,1,1992,Male,1,9,9,27,2021-01-06
10175,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5468,1,1988,Male,1,11,11,26,2025-06-09
10176,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5329,1,1988,Female,1,3,3,27,2022-12-23
10177,22 minutes,16,Steuart St at Market St,136,23rd St at San Bruno Ave,5242,1,1986,Male,1,22,22,26,2022-01-03
10178,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),109,2,1987,Male,2,20,20,26,2025-07-22
10179,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5408,1,1982,Other,1,3,3,26,2025-05-09
10180,14 minutes,16,Steuart St at Market St,126,Esprit Park,5063,2,1980,Other,2,14,14,26,2020-09-06
10181,7 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5204,1,1976,Male,1,7,7,27,2022-10-13
10182,4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),2134,1,1957,Male,1,4,4,27,2024-01-31
10183,16 minutes,3,Powell St BART Station (Market St at 4th St),130,22nd St Caltrain Station,4575,2,1976,Male,2,16,16,26,2022-08-10
10184,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,263,3,1965,Male,3,3,3,27,2022-06-24
10185,8 minutes,3,Powell St BART Station (Market St at 4th St),343,Bryant St at 2nd St,5520,2,1965,Male,2,8,8,27,2025-07-26
10186,25 minutes,81,Berry St at 4th St,141,Valencia St at Cesar Chavez St,5380,3,1980,Female,3,25,25,27,2024-05-21
10187,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),144,Precita Park,5246,3,1983,Female,3,16,16,27,2025-02-13
10188,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),79,7th St at Brannan St,1999,2,1987,Male,2,12,12,27,2023-05-10
10189,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5218,3,1975,Male,3,10,10,26,2024-10-17
10190,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5017,2,1985,Male,2,6,6,27,2023-06-11
10191,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4846,3,1994,Female,3,8,8,26,2026-01-18
10192,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5408,2,1990,Male,2,10,10,27,2024-11-17
10193,25 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),377,Fell St at Stanyan St,5472,2,1990,Female,2,25,25,26,2024-02-15
10194,11 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5016,2,1987,Female,2,11,11,27,2023-07-28
10195,23 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,1836,1,1986,Male,1,23,23,26,2023-05-17
10196,11 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,2549,2,1978,Female,2,11,11,26,2020-09-23
10197,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),96,Dolores St at 15th St,851,3,1973,Male,3,19,19,27,2022-08-11
10198,12 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5039,1,1994,Male,1,12,12,26,2020-08-01
10199,9 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5556,2,1993,Male,2,9,9,26,2022-04-17
10200,6 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4742,3,1994,Male,3,6,6,27,2024-02-19
10201,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4390,2,1979,Female,2,9,9,27,2026-02-01
10202,1 minutes,81,Berry St at 4th St,92,Mission Bay Kids Park,5009,2,1988,Male,2,1,1,27,2021-02-17
10203,13 minutes,81,Berry St at 4th St,58,Market St at 10th St,5445,1,1983,Male,1,13,13,26,2022-09-17
10204,9 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5025,2,1987,Female,2,9,9,27,2025-07-29
10205,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,5539,1,1961,Female,1,4,4,27,2021-08-28
10206,9 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5011,3,1986,Male,3,9,9,26,2022-02-02
10207,10 minutes,5,Powell St BART Station (Market St at 5th St),91,Berry St at King St,4320,2,1991,Female,2,10,10,26,2024-08-21
10208,10 minutes,5,Powell St BART Station (Market St at 5th St),6,The Embarcadero at Sansome St,5062,2,1971,Male,2,10,10,26,2020-09-30
10209,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,4351,1,1994,Male,1,4,4,27,2021-12-28
10210,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5404,1,1982,Male,1,7,7,27,2025-05-25
10211,6 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,5276,2,1989,Male,2,6,6,26,2024-07-04
10212,8 minutes,16,Steuart St at Market St,371,Lombard St at Columbus Ave,5105,2,1973,Male,2,8,8,26,2024-04-09
10213,8 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,5204,3,2000,Female,3,8,8,27,2021-05-25
10214,12 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,507,2,1985,Male,2,12,12,27,2024-02-20
10215,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4773,3,1988,Male,3,9,9,26,2025-11-28
10216,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,3611,2,1994,Male,2,9,9,26,2023-03-23
10217,10 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,4810,1,1988,Male,1,10,10,26,2021-09-13
10218,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,5150,1,1989,Male,1,4,4,26,2022-10-03
10219,9 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,5110,2,1978,Female,2,9,9,26,2024-07-30
10220,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5017,2,1982,Male,2,9,9,27,2024-04-09
10221,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,179,1,1985,Male,1,10,10,27,2025-08-24
10222,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5253,2,1989,Male,2,16,16,27,2023-09-09
10223,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),369,Hyde St at Post St,4317,2,1993,Male,2,11,11,27,2021-12-23
10224,17 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2072,3,1985,Female,3,17,17,26,2022-04-05
10225,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2672,2,1988,Male,2,9,9,27,2025-01-31
10226,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5221,1,1993,Male,1,10,10,27,2020-05-05
10227,9 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5331,2,1990,Male,2,9,9,27,2023-08-07
10228,8 minutes,81,Berry St at 4th St,126,Esprit Park,5051,2,1994,Female,2,8,8,26,2021-11-17
10229,3 minutes,16,Steuart St at Market St,22,Howard St at Beale St,5120,2,1968,Other,2,3,3,26,2024-12-03
10230,6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4875,1,1985,Female,1,6,6,27,2022-01-06
10231,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),41,Golden Gate Ave at Polk St,5463,3,1975,Male,3,11,11,27,2021-11-21
10232,8 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,1975,2,1958,Male,2,8,8,27,2022-11-27
10233,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,2689,2,1983,Female,2,7,7,26,2024-03-26
10234,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4970,3,1987,Male,3,8,8,27,2026-02-17
10235,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,4373,3,1989,Female,3,11,11,26,2023-09-07
10236,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,5240,2,1990,Female,2,9,9,27,2023-10-06
10237,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5426,2,1992,Female,2,19,19,26,2024-06-18
10238,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,3129,1,1969,Male,1,7,7,27,2021-05-01
10239,9 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),4326,3,1993,Male,3,9,9,27,2021-07-15
10240,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5220,2,1996,Male,2,5,5,27,2024-03-15
10241,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5027,2,1979,Male,2,8,8,27,2021-07-21
10242,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,4959,3,1996,Male,3,8,8,26,2025-06-10
10243,15 minutes,22,Howard St at Beale St,55,Webster St at Grove St,5149,1,1981,Male,1,15,15,27,2022-01-15
10244,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5022,3,1992,Male,3,6,6,26,2021-12-16
10245,13 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1553,2,1988,Male,2,13,13,26,2022-08-15
10246,3 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,3646,2,1981,Male,2,3,3,26,2022-09-30
10247,17 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,5422,3,1994,Female,3,17,17,27,2025-04-25
10248,6 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5537,2,1985,Male,2,6,6,26,2024-10-16
10249,23 minutes,16,Steuart St at Market St,126,Esprit Park,5005,2,1994,Male,2,23,23,26,2023-11-25
10250,2 minutes,81,Berry St at 4th St,91,Berry St at King St,5465,2,1990,Female,2,2,2,27,2023-02-22
10251,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2119,2,1973,Male,2,11,11,27,2022-12-17
10252,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5140,1,1963,Male,1,9,9,26,2024-11-27
10253,10 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2941,1,1982,Female,1,10,10,27,2025-09-01
10254,22 minutes,21,Montgomery St BART Station (Market St at 2nd St),71,Broderick St at Oak St,5265,2,1995,Male,2,22,22,26,2020-05-11
10255,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4972,2,1993,Female,2,12,12,26,2021-05-18
10256,11 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,4644,2,1986,Female,2,11,11,26,2022-12-18
10257,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5298,2,1978,Male,2,9,9,27,2025-12-05
10258,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),5276,2,1989,Male,2,11,11,27,2020-07-12
10259,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),41,Golden Gate Ave at Polk St,5274,2,1980,Male,2,10,10,26,2025-02-08
10260,5 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4752,2,1988,Female,2,5,5,27,2024-11-27
10261,9 minutes,81,Berry St at 4th St,19,Post St at Kearny St,4639,2,1992,Male,2,9,9,26,2025-06-22
10262,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4979,2,1987,Male,2,5,5,26,2025-03-02
10263,10 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5025,2,1978,Male,2,10,10,27,2023-10-11
10264,9 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,4742,3,1981,Male,3,9,9,27,2021-03-26
10265,16 minutes,81,Berry St at 4th St,109,17th St at Valencia St,2857,3,1996,Female,3,16,16,27,2023-05-05
10266,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5331,1,1991,Male,1,10,10,27,2022-07-26
10267,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4802,1,1996,Female,1,9,9,26,2025-08-09
10268,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4848,2,1968,Female,2,7,7,26,2024-08-22
10269,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4372,3,1985,Male,3,8,8,26,2020-09-27
10270,9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5548,1,1988,Male,1,9,9,27,2021-12-03
10271,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5008,1,1997,Male,1,7,7,26,2025-04-17
10272,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2612,2,1992,Male,2,7,7,27,2023-06-28
10273,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),343,Bryant St at 2nd St,4746,2,1992,Male,2,4,4,26,2024-06-18
10274,6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4351,2,1990,Male,2,6,6,27,2024-10-07
10275,10 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2564,2,1991,Male,2,10,10,26,2020-09-13
10276,12 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),2630,3,1978,Male,3,12,12,27,2021-03-03
10277,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),109,17th St at Valencia St,5020,1,1988,Male,1,14,14,26,2023-02-23
10278,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5202,3,1992,Male,3,12,12,26,2022-10-07
10279,10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5576,2,1970,Male,2,10,10,26,2022-03-02
10280,7 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5559,1,1996,Male,1,7,7,26,2023-12-17
10281,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,5063,1,1988,Male,1,5,5,27,2022-10-02
10282,1 minutes,22,Howard St at Beale St,22,Howard St at Beale St,1134,2,1963,Male,2,1,1,26,2025-06-16
10283,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5230,2,1988,Male,2,3,3,26,2023-01-03
10284,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),139,Garfield Square (25th St at Harrison St),4706,2,1990,Female,2,14,14,27,2023-10-12
